Stuff_Plus,FIP
104.0193476,2.472405185
105.5433279,6.410095118
101.3658987,8.721173519
100.3146728,4.823054542
95.68439323,4.686690899
96.68753309,6.575579788
99.15838698,4.326690885
98.15778182,5.304337976
106.0539509,5.13669091
101.2868969,4.343833757
101.1788439,2.564739731
96.89766889,5.963286617
101.3607508,3.423532938
96.84147342,4.186690899
95.59163115,13.55033129
100.3083389,4.767771982
91.6039183,3.912497352
93.45334304,6.627867255
